grid_id,IMD
0_52,7.553945127945464
0_53,7.482996830202518
100_10,34.37633048678664
100_11,37.460063065473825
100_12,31.70105395042536
100_13,20.564287882400656
100_14,15.186193438822322
100_15,17.102167714248523
100_16,18.983018831804333
100_17,21.321584317451254
100_18,23.924748578725783
100_19,41.27233706305337
100_20,65.18761232056083
100_21,55.60277871130158
100_22,39.168001255842164
100_23,32.668470899268684
100_6,12.897183725527285
100_7,24.403138496952067
100_8,43.85437943673152
100_9,54.638872782726
101_10,35.65556204956285
101_11,33.58261827297089
101_12,32.37285443737143
101_13,19.634383778026173
101_14,15.804257885639124
101_15,18.148126477706807
101_16,18.50900569783326
101_17,23.164627244680254
101_18,52.69630915179848
101_19,50.07404821178077
101_20,52.79694443635611
101_21,46.796667169066474
101_22,35.464
101_23,35.18030632412458
101_24,23.588025636132578
101_25,10.222428684680692
101_8,45.313046296634205
101_9,51.31260841442158
102_10,29.52755869173001
102_11,16.095904718465956
102_12,8.80731977892369
102_13,17.334684935029923
102_14,46.258856864283175
102_15,26.881987124339023
102_16,20.737039501089868
102_17,18.367324046362704
102_18,51.181172566796576
102_19,44.75957085571301
102_20,24.63096251573457
102_21,27.801508557457968
102_22,35.464
102_23,27.423934567795754
102_8,38.19611180471575
102_9,50.54419330079985
103_10,30.83400871087587
103_11,19.777075892715267
103_12,14.248619961849595
103_13,28.257778070371277
103_14,19.23199906629073
103_15,15.49202850178905
103_16,20.740697537015194
103_17,19.38372897328603
103_18,20.86599706649947
103_19,20.53666701719702
103_20,17.830743490063064
103_21,25.5208561212276
103_22,29.758689282147596
103_23,20.791561307087747
103_8,11.382817516538456
103_9,32.32602365550179
104_10,27.105018829184182
104_11,19.42438771869408
104_12,8.108499334404142
104_13,10.846972896997265
104_14,14.47357297651752
104_15,14.090414806306132
104_16,21.235600354195967
104_17,20.597095116502192
104_18,20.257540887671443
104_19,12.489945246012757
104_9,10.582294987031718
105_12,6.887280202193701
105_13,15.58168096480195
105_14,20.460948405882245
105_16,20.529035055594214
105_17,20.558943251328035
105_18,20.195384265058223
105_19,12.094081982701319
106_18,20.490394754484992
10_18,5.996053126547912
10_19,4.714989759335772
10_20,5.011665418875159
10_21,4.389608164234285
10_22,11.329645520651392
10_23,26.354918716451007
10_24,31.63403242542171
10_25,19.45674103413451
10_26,6.285994338625336
10_27,6.181489622081671
10_28,23.833835057986082
10_29,40.77221977896483
10_30,42.127378051412684
10_31,39.746513940885
10_32,46.95055728629377
10_33,46.13217744266374
10_34,41.67568520455414
10_35,32.35817908940402
10_36,9.240261315109446
10_37,18.23006552300544
10_38,29.731032397413312
10_39,35.49515439473629
10_40,22.82802521920077
10_41,8.155855183808754
10_42,7.677824615809985
10_43,9.727973479971073
10_44,16.123701919286333
10_45,8.434653189428323
10_46,16.510581929285557
10_47,20.093904155114153
10_48,18.73520073807804
10_49,31.19377512214074
10_50,37.949052057545174
10_51,34.73989506369255
10_52,33.990353821589984
10_53,34.156909863131965
10_54,35.33420762019283
10_55,35.92192120924692
10_56,42.46240609008929
10_57,44.16473376186847
10_58,46.635984701305404
10_59,40.98863491842484
10_60,33.6873674592522
10_61,25.309105166872378
10_62,28.534627848168842
10_63,29.779040176713828
10_64,20.83308795409096
11_20,11.376705452658822
11_21,6.372591894894905
11_22,7.110971222206208
11_23,13.257455974793354
11_24,44.71667012671319
11_25,42.981081412044844
11_26,14.853784415391456
11_27,11.553709399877567
11_28,17.519562117489965
11_29,42.58003930740522
11_30,42.87634399788907
11_31,41.764677359122736
11_32,41.95076471013104
11_33,42.81261068463151
11_34,44.59513251115352
11_35,42.071778250219836
11_36,17.004903978337364
11_37,28.928153706126487
11_38,30.12993615856969
11_39,28.10554285447267
11_40,13.99393121350982
11_41,13.112162456054623
11_42,10.616972109535192
11_43,20.399760623438038
11_44,26.449235441329407
11_45,25.47643382059069
11_46,20.781296633415728
11_47,20.32874524114562
11_48,25.612261174163045
11_49,35.73322664022722
11_50,41.38811185964067
11_51,42.17987221616545
11_52,40.78587892212006
11_53,34.44007792036402
11_54,33.66390503980019
11_55,34.89818550802312
11_56,41.10484028143834
11_57,48.06510330197904
11_58,51.182926758088335
11_59,50.66183981471235
11_60,31.64545397615795
11_61,39.20233490624767
11_62,18.25747214362914
11_63,17.633297487390504
11_64,15.246372444976448
12_19,6.506533838768398
12_20,21.026821040084087
12_21,32.0061107966875
12_22,24.68729566708796
12_23,32.979001361026505
12_24,44.005915518212504
12_25,48.97499754315764
12_26,23.416681603611856
12_27,21.04490570436642
12_28,26.734951121763224
12_29,43.356
12_30,42.92297352566348
12_31,44.82418284734467
12_32,48.499474901412846
12_33,46.977022362248555
12_34,39.24558487022461
12_35,35.445510910947974
12_36,29.330427796289644
12_37,8.529970505408532
12_38,11.286770884269131
12_39,24.529723497963438
12_40,35.03464970119373
12_41,35.29113971075337
12_42,28.057669314241586
12_43,20.95141860806108
12_44,30.365185437009252
12_45,20.903179719536226
12_46,14.612975160206418
12_47,28.791631912008686
12_48,39.809612931436284
12_49,39.46195848324394
12_50,40.38530587193307
12_51,41.367869269367205
12_52,45.97260674649017
12_53,37.71955574777257
12_54,38.30591887043362
12_55,40.23923725655907
12_56,48.64819759103992
12_57,47.72198458145583
12_58,51.93541885822726
12_59,54.456392033758945
12_60,41.14764744362474
12_61,44.42302901691632
12_62,41.854436303936524
12_63,12.737188387180622
12_64,13.266660336187423
12_65,17.584942232243332
13_20,9.848650603977603
13_21,24.486972793605133
13_22,29.067548373347265
13_23,30.58478986322061
13_24,40.49726957973059
13_25,40.42831421477729
13_26,27.38649557913402
13_27,25.61540737717841
13_28,30.44124169092041
13_29,38.64840684791872
13_30,42.08135385480017
13_31,42.87643351287483
13_32,48.73137853801886
13_33,49.62994487376384
13_34,42.67433358055043
13_35,46.54402715921019
13_36,33.59696827165077
13_37,8.421516557424763
13_38,7.687904341031294
13_39,23.276596068123418
13_40,30.92403222207167
13_41,18.990372669171627
13_42,17.94249703789969
13_43,17.00744769765277
13_44,34.44351847737845
13_45,30.82298576706384
13_46,21.93988510913254
13_47,32.787287178863906
13_48,34.22735547626643
13_49,37.37528616181096
13_50,40.67520781344673
13_51,43.10801366073249
13_52,53.838942028956474
13_53,52.460005561836184
13_54,46.46738739195354
13_55,45.69506390433781
13_56,34.12094948880504
13_57,34.25712895937218
13_58,43.935046674332305
13_59,44.80160711216761
13_60,43.48961701215452
13_61,41.315250851884656
13_62,38.275423408060185
13_63,27.499993240151447
14_21,8.952200675562082
14_22,27.705107343679252
14_23,27.47121582333309
14_24,28.07319666805264
14_25,24.58572245369718
14_26,20.982691317519773
14_27,22.03749641624268
14_28,31.818587661039736
14_29,28.940391568439118
14_30,39.4231790411081
14_31,39.38891197316374
14_32,44.544571498837314
14_33,53.233486105775356
14_34,52.62538584884959
14_35,44.02791728764454
14_36,47.50025605680961
14_37,22.291868495786133
14_38,21.61768294354186
14_39,55.67868803056402
14_40,48.894910339559914
14_41,26.67412511883928
14_42,12.793547730975893
14_43,18.314414057255643
14_44,30.540106382310327
14_45,32.40555353253887
14_46,25.565109047161105
14_47,37.61401502054786
14_48,38.57243062566972
14_49,42.13320830101493
14_50,43.765815299063334
14_51,44.43989359523917
14_52,51.04890679241031
14_53,54.761965516642114
14_54,51.52497693427694
14_55,41.613645399571546
14_56,35.670425437632744
14_57,21.44537145308068
14_58,24.176763916065788
14_59,45.75212278055645
14_60,56.65888315403968
14_61,52.02566038776266
14_62,42.470047615420235
14_63,32.980782897388224
15_23,32.68087752659139
15_24,27.078524302299684
15_25,20.442430983665105
15_26,14.893705089177825
15_27,35.80995455980638
15_28,29.864141882675405
15_29,24.818223411485725
15_30,37.76683925309072
15_31,34.68735256101307
15_32,33.52591830247921
15_33,46.618541622557565
15_34,47.464224895283
15_35,47.978694903738734
15_36,55.52502943480834
15_37,37.202159570924216
15_38,43.92424560940983
15_39,55.48995500238988
15_40,39.01946096107092
15_41,19.899656437247657
15_42,25.53492726192911
15_43,23.952590855173163
15_44,24.418492440182035
15_45,32.863987453419405
15_46,20.872419286073235
15_47,28.701625549252626
15_48,36.20018209691144
15_49,51.9510804083714
15_50,41.68912916458772
15_51,42.89825998812951
15_52,42.27280993527126
15_53,36.29345227998794
15_54,36.20322184923669
15_55,38.528737053352
15_56,31.928531737287344
15_57,18.71553674174475
15_58,17.162530223389673
15_59,27.808020043827177
15_60,27.379557545090265
15_61,17.445607068789883
15_62,10.765493339039809
16_20,8.536925077432741
16_21,5.576728913932243
16_23,33.23117623376845
16_24,27.204511558650676
16_25,23.836776972750858
16_26,24.820415499261372
16_27,39.853799902209744
16_28,30.68819195731662
16_29,28.080001909595765
16_30,41.85906370946468
16_31,34.12374626288328
16_32,37.81483042190824
16_33,42.75094945426466
16_34,40.573735971784
16_35,48.08127398109007
16_36,56.14891897393508
16_37,39.66842535343228
16_38,39.27087344028331
16_39,51.08467795439957
16_40,22.999420174727774
16_41,37.397605828881254
16_42,43.209535994887304
16_43,41.216721762091794
16_44,20.883691269162483
16_45,29.016607034497007
16_46,29.053002488291703
16_47,29.038
16_48,38.266162330904564
16_49,49.702108228578275
16_50,37.74851544423109
16_51,41.3243950935279
16_52,39.15070771067364
16_53,36.967067429660105
16_54,37.776556597253965
16_55,38.02483329682269
16_56,35.79266193314663
16_57,33.39962137617948
16_58,27.229273341067884
16_59,25.068314813962235
16_60,15.294192882395851
16_61,10.644
17_19,13.109677243111244
17_20,10.697359385686289
17_21,5.541298211916028
17_22,4.763999609975027
17_23,16.54779612118879
17_24,30.702270060050886
17_25,23.73084072991417
17_26,32.310237756709896
17_27,41.6976169846775
17_28,38.66156702463627
17_29,27.962255490885674
17_30,29.355008170243927
17_31,23.240747004400642
17_32,33.65298542784267
17_33,35.7676046471788
17_34,37.48887609250537
17_35,47.736151756486386
17_36,56.79106676023742
17_37,39.749801175518016
17_38,37.404
17_39,34.286438453477665
17_40,27.35392649826402
17_41,46.119079094823526
17_42,53.08267664246573
17_43,34.11079263276133
17_44,23.15455175912941
17_45,27.97566418030784
17_46,31.786967124741878
17_47,40.75030062886438
17_48,53.47534894944631
17_49,41.674210221502314
17_50,35.05267255984296
17_51,35.262752381136956
17_52,37.231456869758105
17_53,38.511050631871754
17_54,38.02
17_55,38.02
17_56,37.92575791117648
17_57,33.64961439762315
17_58,24.099487313483525
17_59,12.932782379526273
17_60,10.644
18_19,17.223630686202092
18_20,12.648123289004962
18_21,11.538361886370817
18_22,7.698637748543918
18_23,18.358990696578616
18_24,17.569366130154357
18_25,23.824310124271005
18_26,30.769757957808434
18_27,44.435697615500416
18_28,44.74457819788106
18_29,32.28208622529063
18_30,31.381816429972666
18_31,25.003690280467705
18_32,26.051529601081704
18_33,38.38078665364633
18_34,25.621157088106457
18_35,39.65236464152163
18_36,58.77518195263313
18_37,41.37337304989423
18_38,36.92128945983894
18_39,37.08527874902562
18_40,38.372806197392435
18_41,35.79698447689399
18_42,36.980515345226166
18_43,42.093805325164055
18_44,33.59377016296218
18_45,41.902785048142846
18_46,42.08331926114114
18_47,45.256150340394875
18_48,52.855086917907556
18_49,47.639868735471545
18_50,34.44263048936127
18_51,32.68924372978054
18_52,47.23577855993712
18_53,44.94217828260387
18_54,40.914431555327475
18_55,37.858294928281346
18_56,29.426439578889937
18_57,36.309423008009965
18_58,31.5156477142136
18_59,12.47829509650064
18_60,11.628130994328544
19_20,12.708
19_21,17.17230925919547
19_22,27.121490864599398
19_23,21.720126190368465
19_24,11.767611865944545
19_25,15.130093596349212
19_26,19.951820499149086
19_27,23.15745353878937
19_28,32.43136390020457
19_29,32.418977492353676
19_30,37.58446376268534
19_31,36.87610953091692
19_32,30.377065357549395
19_33,17.418880237782233
19_34,21.431059037419505
19_35,30.012518285853478
19_36,43.67232931479797
19_37,33.78190540855961
19_38,34.22369738292247
19_39,44.63704312773904
19_40,47.35754699355117
19_41,40.20362020457144
19_42,58.54280980584974
19_43,62.37266492207452
19_44,41.00810757891222
19_45,48.15777909163595
19_46,36.578823461164944
19_47,43.09606041507375
19_48,58.015660207171976
19_49,59.84050514733036
19_50,43.87934910760461
19_51,23.987897944014776
19_52,41.265138876446116
19_53,42.44676946619952
19_54,35.037698358718025
19_55,28.755648167959347
19_56,10.423622976429016
19_57,26.081069419939098
19_58,29.279967112462312
19_59,32.95743350259304
19_60,32.82169572797485
19_61,25.908763525229602
1_52,6.2331218633780985
1_53,5.83019274250241
1_57,8.835292451463262
20_21,9.642767586211772
20_22,40.658241219194814
20_23,33.00147151914244
20_24,18.556714881260113
20_25,7.302561752524443
20_26,10.89607661599304
20_27,15.719690593592825
20_28,25.46515067910543
20_29,24.442813272360286
20_30,40.31264262910794
20_31,37.496242922078835
20_32,23.57714530844694
20_33,16.500192642462345
20_34,15.398394585479721
20_35,23.526105819603544
20_36,22.324688641357938
20_37,30.558536977580307
20_38,32.37120925299682
20_39,46.12916860068194
20_40,23.762096040671466
20_41,46.46975243635276
20_42,50.83942788099786
20_43,59.61932527018192
20_44,39.11124070455196
20_45,32.5354976471937
20_46,32.483824256145624
20_47,41.40472348789967
20_48,49.72388336847912
20_49,55.009666209532774
20_50,40.98933596959155
20_51,33.67383367283364
20_52,42.94871983496341
20_53,42.72753718322152
20_54,39.50325131458409
20_55,28.170706911312262
20_56,16.064449803951277
20_57,28.23882835276032
20_58,21.649831375225197
20_59,34.816309822646346
20_60,36.255207181472784
20_61,31.816229338870357
21_21,8.120407400922804
21_22,18.015639096606865
21_23,20.581611332590697
21_24,22.15565645338938
21_25,14.505610741845993
21_26,10.549861041726386
21_27,27.296619373030076
21_28,28.694766023384936
21_29,18.65612473824963
21_30,30.090067729251153
21_31,33.47417256244606
21_32,30.935767559090742
21_33,26.408297495805297
21_34,27.385850645006045
21_35,21.573253070252733
21_36,22.344735242615535
21_37,28.98363188718276
21_38,25.63903625824112
21_39,31.5631916285422
21_40,27.35544165207252
21_41,28.432607324958827
21_42,46.10780156547392
21_43,59.248951983850034
21_44,34.939514650892974
21_45,19.744460159461223
21_46,35.14281515463794
21_47,40.403352817121544
21_48,40.85046307637411
21_49,41.49124046467492
21_50,44.5646562861283
21_51,40.2747649871669
21_52,38.280514319182295
21_53,40.72302655333645
21_54,41.58431829496978
21_55,26.626369135388867
21_56,24.064617098767464
21_57,18.853570818469056
21_58,14.997906843604447
21_59,18.45470017694816
21_60,15.050904743120135
21_61,20.855978775688733
22_21,9.396880730517308
22_22,10.77263528458228
22_23,12.140339026700408
22_24,21.35367300572482
22_25,21.9494800456374
22_26,21.94234144928614
22_27,30.652887814301835
22_28,39.03755404696593
22_29,41.116491086338215
22_30,37.78188000423437
22_31,32.302031216445684
22_32,36.82878938366765
22_33,21.848867286972038
22_34,31.978684424355503
22_35,34.58356209802321
22_36,25.537371136791833
22_37,26.149406800601998
22_38,21.261295197077693
22_39,34.237867317711164
22_40,30.19587478923324
22_41,19.201948474287196
22_42,35.69841362465166
22_43,43.24425117503411
22_44,30.936502540061827
22_45,13.078959892107903
22_46,32.9543378376462
22_47,36.45536346398052
22_48,39.711241272839075
22_49,38.629803009774214
22_50,43.78831245384115
22_51,40.45559170551164
22_52,36.694205124025096
22_53,35.843845645228065
22_54,25.560917812177216
22_55,28.7533830940787
22_56,34.599495558814574
22_57,25.636200791360366
22_58,18.560273589839234
22_59,22.332620885948486
22_60,17.836355326712425
22_61,14.528339355968608
23_12,23.171685746296692
23_13,21.20023691192448
23_22,7.844562296046435
23_23,7.854397268393924
23_24,9.365664305415228
23_25,14.599943722657253
23_26,20.748751222392233
23_27,28.76721135818496
23_28,27.82376673475304
23_29,36.90343009356255
23_30,34.65336308447483
23_31,25.230116640562436
23_32,44.35203275438076
23_33,38.599907538704095
23_34,25.48600200470362
23_35,28.818666151240144
23_37,28.5631656160121
23_38,29.356233540027148
23_39,53.55521259787322
23_40,53.52517875314147
23_41,34.74463022377253
23_42,39.806700833357
23_43,41.364704294212466
23_44,33.621
23_45,35.95923093022672
23_46,39.52067695395073
23_47,39.78069748769762
23_48,46.366564987596796
23_49,41.26252503843684
23_50,38.554789590322514
23_51,38.53045662631866
23_52,35.00221213926197
23_53,26.772689110338565
23_54,28.07832170505446
23_55,30.120723735751653
23_56,33.320695044083784
23_57,21.38149234619241
23_58,31.543526494209416
23_59,42.68379310729728
23_60,31.677336192405015
24_12,46.565134245101845
24_13,41.463962815318965
24_19,9.306676627455717
24_22,6.274448873951675
24_23,5.889090023701216
24_24,5.968959902825353
24_25,7.964598393584202
24_26,13.583984339307417
24_27,18.3196501296379
24_28,18.21203280319361
24_29,28.128569713619786
24_30,37.31814087641528
24_31,37.759329446392
24_32,40.278092216391485
24_33,38.10415137916725
24_34,29.5508712982951
24_35,27.490889544867713
24_36,24.757235753775348
24_37,24.34712488396337
24_38,40.166846764320624
24_39,55.71511165218813
24_40,48.154435130205286
24_41,45.345301095931845
24_42,46.38
24_43,42.37888483029337
24_44,28.512047731656754
24_45,36.04090901676413
24_46,39.51391440808662
24_47,37.33352140801504
24_48,43.39404104540685
24_49,41.07376869296779
24_50,41.58627907191358
24_51,41.57991385679003
24_52,40.909465777227595
24_53,35.585184757445106
24_54,34.24788697308539
24_55,26.007853088257058
24_56,21.340981882528524
24_57,18.38942206595208
24_58,27.890500544962322
24_59,48.24572388413694
24_60,52.75565195210919
24_61,48.12541444966837
24_62,18.30123498256704
25_10,21.730897003916674
25_11,41.12480722432768
25_12,53.690811114928934
25_13,37.27354590476887
25_18,21.124
25_19,16.77394797616301
25_20,9.754801204889164
25_21,11.879642229291285
25_22,8.02160167653354
25_23,12.773988385113233
25_24,9.114092338370927
25_25,9.62695053733069
25_26,17.226044611899386
25_27,12.496669848595975
25_28,18.611765056128135
25_29,33.09873177072121
25_30,29.578025022707436
25_31,25.245784925977034
25_32,40.79616379792168
25_33,32.19405943133221
25_34,33.355420562212785
25_35,32.344401122756565
25_36,28.9299012247345
25_37,37.92029638193353
25_38,44.810480053945824
25_39,45.15703220500065
25_40,43.6949750957277
25_41,43.297884570683024
25_42,44.174237242079414
25_43,30.37991230784986
25_44,32.03788772995959
25_45,39.69707529046995
25_46,36.85646941675397
25_47,34.840080190648344
25_48,35.445802468536634
25_49,38.931175876704174
25_50,41.471095633940436
25_51,41.40495274362662
25_52,42.35704587473514
25_53,40.16990288222319
25_54,39.24859785888909
25_55,32.89684004879461
25_56,18.915484631988612
25_57,29.725489985290125
25_58,46.63257106683373
25_59,51.24145566431102
25_60,51.61543964506486
25_61,44.62203975792313
25_62,24.461797462519332
26_10,28.094590279033664
26_11,25.747797951293702
26_12,39.994978826120075
26_13,46.68339341946451
26_14,24.663238189580774
26_18,40.91589084084879
26_19,44.40586241132527
26_20,25.882353126084602
26_21,31.962984197252553
26_22,32.83270258087651
26_23,35.593413785968515
26_24,21.725197254866607
26_25,18.116186655601272
26_26,18.208771816272456
26_27,24.41830298573718
26_28,39.247412957236214
26_29,32.09671627134395
26_30,23.981743463959162
26_31,35.737049372343805
26_32,48.52096419102286
26_33,43.73524006599204
26_34,43.79989941113933
26_35,43.752801690787805
26_36,36.40586993366974
26_37,40.83215776961979
26_38,47.673261582355664
26_39,46.213064214166835
26_40,43.3225437502737
26_41,34.76659554723356
26_42,32.06590356754316
26_43,34.31414090304517
26_44,38.08726906182379
26_45,39.69157702878817
26_46,34.03065625370531
26_47,34.55543217010954
26_48,37.293578233869525
26_49,41.19454776678627
26_50,48.92279672228537
26_51,47.394368736778716
26_52,42.54390182923855
26_53,40.44495783194217
26_54,32.870418694847686
26_55,22.67304206324761
26_56,50.99674427097089
26_57,53.80979375184766
26_58,53.733728372212894
26_59,50.27672862477887
26_60,43.94877300949321
26_61,40.985473161282684
26_62,12.384422909624078
26_63,7.218690987569318
26_64,14.55776416728728
26_8,9.454380870751862
26_9,22.447293288831005
27_10,28.587752668765955
27_11,25.05423211959563
27_12,34.11221036365212
27_13,51.19696647929591
27_14,26.314636517761556
27_17,23.95984275429928
27_18,46.13339927811098
27_19,53.1435248686861
27_20,33.554129316575796
27_21,31.476064144958322
27_22,44.58173979014509
27_23,51.51268160001146
27_24,22.999415331870228
27_25,21.14581807309697
27_26,21.383036346671354
27_27,34.138887776453075
27_28,35.26843339704849
27_29,22.24123836979432
27_30,22.948006645786432
27_31,32.61475632229168
27_32,39.45476201999302
27_33,42.65343288500054
27_34,42.72736584503834
27_35,41.682652404651506
27_36,34.13602863884024
27_37,39.01648534579714
27_38,50.62686130837328
27_39,43.70266034641734
27_40,42.96775140854847
27_41,36.41905043990649
27_42,34.876350397628435
27_43,35.70664289736149
27_44,45.51923447586734
27_45,36.33763643081553
27_46,31.181069129907073
27_47,28.007260053399367
27_48,33.22806151487759
27_49,31.210321190592563
27_50,45.269730718122744
27_51,48.65396844206869
27_52,46.508432927653935
27_53,41.98835905087595
27_54,37.553457025272955
27_55,36.69616553887417
27_56,46.142783372191744
27_57,51.95259557751562
27_58,54.307542407086665
27_59,46.57580890081317
27_60,41.644750199975874
27_61,35.15197937458304
27_62,14.675877104276111
27_63,19.337528066052563
27_8,19.204693063976386
27_9,37.01810561682283
28_10,30.17157980515922
28_11,42.09597385368659
28_12,43.790835812174336
28_13,48.295617968681235
28_14,34.87078434697946
28_17,32.371
28_18,41.2844707554886
28_19,43.4300827051511
28_20,26.90120012190232
28_21,43.421209716899284
28_22,53.25586489956473
28_23,57.97161998853876
28_24,29.937853875109553
28_25,19.084082664728964
28_26,18.81289696153461
28_27,23.18487806354017
28_28,26.70618718458857
28_29,26.863963551522843
28_30,33.71347964612996
28_31,35.7187854191062
28_32,35.503607415686616
28_33,39.4843986223245
28_34,44.97338154634409
28_35,42.18707466965796
28_36,38.404204805529034
28_37,42.124044313102885
28_38,42.69387435059081
28_39,40.54118133465434
28_40,44.116880994000134
28_41,40.29270655894502
28_42,35.905110727125916
28_43,36.16043872040842
28_44,37.40149075527317
28_45,53.2128105097231
28_46,41.34176929477598
28_47,27.409888600374224
28_48,25.597591607227677
28_49,31.14710776829436
28_50,43.410270025039715
28_51,52.11333989504145
28_52,48.22018208199124
28_53,48.382658565582595
28_54,43.71745376005404
28_55,44.87736191983526
28_56,50.32198367664627
28_57,51.81736968852658
28_58,55.901881105184515
28_59,49.56751284056226
28_60,39.75973735247399
28_61,21.174506542987633
28_62,26.839499792912516
28_63,30.892268559640613
28_7,12.10728978773803
28_8,42.17370611012476
28_9,37.18725737299648
29_10,42.50378811890842
29_11,40.13542323066398
29_12,40.768814233164726
29_13,37.83063817820603
29_14,52.247421501269635
29_15,29.45414568139443
29_16,32.371
29_17,33.078793548206505
29_18,56.46518688179789
29_19,44.69863738969941
29_20,40.76437308441633
29_21,47.18915124603186
29_22,53.30748060612492
29_23,49.03480139050798
29_24,37.79495305612109
29_25,27.922603224412324
29_26,20.82516414947723
29_27,16.377351219039333
29_28,19.794533841856804
29_29,31.578651692469997
29_30,35.32586643077732
29_31,37.02227448554162
29_32,32.052231394424275
29_33,36.77019874258614
29_34,44.78696651709269
29_35,45.28920785173035
29_36,43.85476824893959
29_37,52.58011892629586
29_38,55.0181950124906
29_39,38.516241331736296
29_40,40.09008611512233
29_41,28.913658194222702
29_42,39.01707349489763
29_43,46.53802980497013
29_44,42.21620063382396
29_45,56.17589422422275
29_46,49.6533834070176
29_47,29.123750403171396
29_48,31.302587599747753
29_49,34.11722743689064
29_50,37.91969309504399
29_51,46.64480650197704
29_52,48.98855862957318
29_53,54.123098978957
29_54,59.71890530630368
29_55,47.79336735373545
29_56,49.254627407615985
29_57,47.9987646946756
29_58,51.18768197229848
29_59,54.329428014941584
29_60,53.50244060065213
29_61,40.11141530867512
29_62,36.32496807185755
29_63,29.510208108271684
29_64,24.128667999988163
29_8,37.098126506199804
29_9,43.091
2_33,10.214571803462212
2_35,15.330589432789502
2_51,15.166351341263432
2_52,15.428339559816187
2_53,6.475646024660682
2_55,6.6753243910097035
2_56,9.668415173003432
2_57,11.666355879685899
30_10,38.077465190987986
30_11,34.653283977371586
30_12,23.059471821037807
30_13,19.41381406732179
30_14,37.8202088451594
30_15,52.50584162955659
30_16,43.775013137976224
30_17,46.41811562923806
30_18,57.20124050114859
30_19,44.91874991360182
30_20,36.162785998030394
30_21,39.93864156063378
30_22,48.88542623301984
30_23,51.825517781097844
30_24,40.38182201224836
30_25,34.19433087159735
30_26,18.003901695053766
30_27,17.02977117088589
30_28,19.659233325716365
30_29,26.35531805331124
30_30,36.747555102302734
30_31,40.88481993148622
30_32,34.12964778695774
30_33,33.3754555991995
30_34,40.05924763930903
30_35,44.94424928615141
30_36,43.35916886725198
30_37,51.733613494840085
30_38,40.741970956466744
30_39,32.7059059082576
30_40,27.808
30_41,26.59345690320554
30_42,23.167045991357142
